redemption_id,customer_id,ts_epoch,timestamp,promo_redemptions_on_device,promo_redemptions_on_ip,accounts_on_device_7d,signup_to_redeem_seconds,email_pattern_similarity,component_account_count,payout_destination_reuse,abuse_label,split
RD_AB_00008_05,CUST_PA00008_05,1781218223.8473222,2026-06-12T01:23:44.058381+00:00,5,5,6,51.9,0.8934666974660938,8,1,1,validation
RD_003171,CUST_003744,1781218632.9228895,2026-06-11T22:57:12.922889+00:00,0,0,1,5018.9,0.4646802203943829,1,0,0,validation
RD_003424,CUST_003301,1781219012.417537,2026-06-11T23:03:32.417537+00:00,0,0,1,447.7,0.12175022388652904,1,0,0,validation
RD_002029,CUST_001920,1781219082.9970632,2026-06-11T23:04:42.997063+00:00,0,0,1,435.8,0.03177832236658932,1,0,0,validation
RD_001715,CUST_003775,1781220455.6529343,2026-06-11T23:27:35.652934+00:00,0,0,1,11440.2,0.06853162775183384,1,0,0,validation
RD_003645,CUST_000738,1781221966.9827743,2026-06-11T23:52:46.982774+00:00,0,0,1,18084.9,0.5880908086368138,1,0,0,validation
RD_AB_00008_03,CUST_PA00008_03,1781222610.0276914,2026-06-11T22:44:44.284879+00:00,3,3,4,9.2,0.8099697884457506,8,1,1,validation
RD_AB_00008_07,CUST_PA00008_07,1781223134.6111195,2026-06-11T23:35:30.252678+00:00,7,7,8,17.7,0.7784062274267161,8,1,1,validation
RD_001050,CUST_000608,1781223195.224147,2026-06-12T00:13:15.224147+00:00,0,0,1,165.6,0.08960634652737137,1,0,0,validation
RD_AB_00008_06,CUST_PA00008_06,1781225179.353473,2026-06-12T04:01:28.175384+00:00,6,6,7,42.7,0.8522958984034332,8,1,1,validation
RD_002840,CUST_000930,1781225891.2197168,2026-06-12T00:58:11.219717+00:00,0,2,1,12957.2,0.3567056667587576,9,0,0,validation
RD_001556,CUST_003537,1781226362.2591798,2026-06-12T01:06:02.259180+00:00,0,0,1,117.2,0.5159104669597652,1,0,0,validation
RD_004651,CUST_000335,1781227064.794227,2026-06-12T01:17:44.794227+00:00,0,0,1,5410.6,0.19792743731337265,1,0,0,validation
RD_001710,CUST_003325,1781228442.6562355,2026-06-12T01:40:42.656235+00:00,0,0,1,3840.8,0.11728456536237782,1,0,0,validation
RD_001188,CUST_000290,1781233744.162532,2026-06-12T03:09:04.162532+00:00,0,0,1,419.9,0.31756207137858244,1,0,0,validation
RD_005234,CUST_000335,1781236018.326782,2026-06-12T03:46:58.326782+00:00,0,0,1,2145.7,0.415967157781592,1,0,0,validation
RD_003459,CUST_000313,1781236404.8004513,2026-06-12T03:53:24.800451+00:00,0,0,1,2633.2,0.21577462136930595,1,0,0,validation
RD_001607,CUST_001688,1781237077.0563016,2026-06-12T04:04:37.056302+00:00,0,0,1,3492.6,0.15188280689587016,1,0,0,validation
RD_001466,CUST_003343,1781240713.1760392,2026-06-12T05:05:13.176039+00:00,0,0,1,1435.8,0.13323024575134132,1,0,0,validation
RD_003601,CUST_003468,1781240762.6553848,2026-06-12T05:06:02.655385+00:00,0,0,1,866.2,0.30666188334020383,1,0,0,validation
RD_002553,CUST_001168,1781241981.690513,2026-06-12T05:26:21.690513+00:00,0,0,1,1884.4,0.05513796096787084,1,0,0,validation
RD_004256,CUST_003258,1781243306.842279,2026-06-12T05:48:26.842279+00:00,0,0,1,2238.1,0.27661133665109666,1,0,0,validation
RD_001803,CUST_004239,1781244526.6891,2026-06-12T06:08:46.689100+00:00,0,0,1,369393.5,0.29247261743833103,1,0,0,validation
RD_001580,CUST_000726,1781244856.9681394,2026-06-12T06:14:16.968139+00:00,0,0,1,246.2,0.23855490357977932,1,0,0,validation
RD_003320,CUST_001787,1781245510.221787,2026-06-12T06:25:10.221787+00:00,0,0,1,454.1,0.37669871326908855,1,0,0,validation
RD_000374,CUST_000668,1781246953.3012927,2026-06-12T06:49:13.301293+00:00,0,0,1,470.2,0.4392116355734049,1,0,0,validation
RD_004924,CUST_001512,1781247335.5248833,2026-06-12T06:55:35.524883+00:00,0,0,1,3275.1,0.06594772232773842,1,0,0,validation
RD_001433,CUST_000661,1781248197.038475,2026-06-12T07:09:57.038475+00:00,0,0,1,2165.3,0.15473172985002676,1,0,0,validation
RD_001674,CUST_004050,1781251198.3375976,2026-06-12T07:59:58.337598+00:00,0,0,1,231.6,0.12018401174218576,1,0,0,validation
RD_000944,CUST_000192,1781252069.3879313,2026-06-12T08:14:29.387931+00:00,0,0,1,4026.3,0.19755076368598007,1,0,0,validation
RD_001899,CUST_001259,1781252810.2582514,2026-06-12T08:26:50.258251+00:00,0,0,1,1205.7,0.3010196110934211,1,0,0,validation
RD_005331,CUST_000698,1781253025.9518266,2026-06-12T08:30:25.951827+00:00,0,0,1,1066.8,0.2512791844265771,1,0,0,validation
RD_004058,CUST_002018,1781254440.9015584,2026-06-12T08:54:00.901558+00:00,0,0,1,7478.7,0.23338419367712865,1,0,0,validation
RD_002746,CUST_002621,1781254858.7623234,2026-06-12T09:00:58.762323+00:00,1,0,3,521.9,0.383012400004061,3,0,0,validation
RD_004386,CUST_002769,1781255184.6743162,2026-06-12T09:06:24.674316+00:00,0,0,1,5648.7,0.18445732477115226,1,0,0,validation
RD_001060,CUST_000206,1781255829.2968557,2026-06-12T09:17:09.296856+00:00,0,0,1,1640.7,0.0842167151184442,1,0,0,validation
RD_000388,CUST_003378,1781257616.1575146,2026-06-12T09:46:56.157515+00:00,0,0,1,1580.3,0.09148846116091802,1,0,0,validation
RD_002097,CUST_003572,1781258686.033842,2026-06-12T10:04:46.033842+00:00,0,0,1,79.1,0.17200579905610594,1,0,0,validation
RD_001928,CUST_002703,1781259072.6152437,2026-06-12T10:11:12.615244+00:00,0,0,1,1302.4,0.11101023382225972,1,0,0,validation
RD_004875,CUST_003012,1781260176.2432566,2026-06-12T10:29:36.243257+00:00,0,0,1,3398.1,0.4394640592901495,1,0,0,validation
RD_002990,CUST_002568,1781261427.4194338,2026-06-12T10:50:27.419434+00:00,0,0,1,3227.1,0.19774259822439788,1,0,0,validation
RD_000385,CUST_003307,1781262850.7608926,2026-06-12T11:14:10.760893+00:00,0,0,1,6982.2,0.03298208327525965,1,0,0,validation
RD_000465,CUST_003136,1781264919.5503182,2026-06-12T11:48:39.550318+00:00,0,0,1,388.0,0.36118978018441805,1,0,0,validation
RD_004365,CUST_004153,1781265691.7495258,2026-06-12T12:01:31.749526+00:00,0,0,1,306.4,0.24911002577725663,1,0,0,validation
RD_000597,CUST_002703,1781265878.4386106,2026-06-12T12:04:38.438611+00:00,0,0,1,260.0,0.28227013716360705,1,0,0,validation
RD_002191,CUST_000573,1781267538.4021513,2026-06-12T12:32:18.402151+00:00,0,0,1,838.7,0.09146440175413208,1,0,0,validation
RD_000377,CUST_002069,1781267713.9488318,2026-06-12T12:35:13.948832+00:00,0,0,1,3026.5,0.017248423888287918,1,0,0,validation
RD_004202,CUST_003744,1781269236.094181,2026-06-12T13:00:36.094181+00:00,0,0,1,38603.4,0.2936272570571768,1,0,0,validation
RD_000517,CUST_002456,1781269858.0523348,2026-06-12T13:10:58.052335+00:00,0,0,1,869.0,0.05491482888168062,21,0,0,validation
RD_002310,CUST_000448,1781270734.921992,2026-06-12T13:25:34.921992+00:00,0,0,1,16866.6,0.216005276550995,1,0,0,validation
RD_000333,CUST_004336,1781273455.8399022,2026-06-12T14:10:55.839902+00:00,0,0,1,944.5,0.17960468113954975,1,0,0,validation
RD_002582,CUST_000263,1781280748.0057116,2026-06-12T16:12:28.005712+00:00,0,0,1,20415.5,0.10789681053777415,1,0,0,validation
RD_005130,CUST_000376,1781284487.726416,2026-06-12T17:14:47.726416+00:00,0,0,1,1075.9,0.3277477217323603,1,0,0,validation
RD_004618,CUST_003820,1781285693.4854336,2026-06-12T17:34:53.485434+00:00,0,0,1,3534.6,0.0981519066611739,1,0,0,validation
RD_002563,CUST_002865,1781287632.6480308,2026-06-12T18:07:12.648031+00:00,0,0,1,500.6,0.47747759567534953,9,0,0,validation
RD_004609,CUST_004101,1781289587.6756504,2026-06-12T18:39:47.675650+00:00,0,0,1,2993.9,0.24043456862269103,1,0,0,validation
RD_005133,CUST_000111,1781291607.9252253,2026-06-12T19:13:27.925225+00:00,0,0,1,3068.5,0.04660141565740919,1,0,0,validation
RD_004433,CUST_001515,1781291989.381912,2026-06-12T19:19:49.381912+00:00,0,0,2,488.4,0.13752765707376655,4,0,0,validation
RD_002595,CUST_001406,1781292156.88219,2026-06-12T19:22:36.882190+00:00,0,0,1,20991.9,0.08127500685713744,1,0,0,validation
RD_003884,CUST_003305,1781296651.4255946,2026-06-12T20:37:31.425595+00:00,0,0,1,666.6,0.31304461694129193,1,0,0,validation
RD_001152,CUST_003455,1781296870.1167455,2026-06-12T20:41:10.116745+00:00,0,0,1,1475.2,0.037256131188061405,1,0,0,validation
RD_004258,CUST_003782,1781297119.4331036,2026-06-12T20:45:19.433104+00:00,0,0,1,706.1,0.2849595202931811,1,0,0,validation
RD_000310,CUST_003457,1781297685.6204717,2026-06-12T20:54:45.620472+00:00,0,0,1,1054.2,0.13188846243805344,1,0,0,validation
RD_002009,CUST_003217,1781297781.1356113,2026-06-12T20:56:21.135611+00:00,0,0,1,23390.9,0.2105969744344786,1,0,0,validation
RD_000654,CUST_001298,1781300399.4463413,2026-06-12T21:39:59.446341+00:00,0,0,1,1556.0,0.16917355043743576,1,0,0,validation
RD_000836,CUST_001174,1781303922.6487935,2026-06-12T22:38:42.648793+00:00,0,0,1,1261.8,0.017815478673762354,1,0,0,validation
RD_001292,CUST_002830,1781304236.6472712,2026-06-12T22:43:56.647271+00:00,0,0,1,2179.4,0.29948035382313376,1,0,0,validation
RD_001100,CUST_002002,1781307289.4757292,2026-06-12T23:34:49.475729+00:00,0,0,1,2552.3,0.07712986701988352,1,0,0,validation
RD_003584,CUST_003801,1781311812.4606812,2026-06-13T00:50:12.460681+00:00,0,0,1,1495.7,0.13533629713058792,1,0,0,validation
RD_000739,CUST_003067,1781312400.7525167,2026-06-13T01:00:00.752517+00:00,0,2,1,138.5,0.06955692935242312,29,0,0,validation
RD_002934,CUST_002543,1781318375.8149474,2026-06-13T02:39:35.814947+00:00,0,0,1,154.8,0.1247257656421917,1,0,0,validation
RD_002778,CUST_002456,1781319966.9818711,2026-06-13T03:06:06.981871+00:00,0,2,1,262.1,0.09593819436706424,10,0,0,validation
RD_001590,CUST_004101,1781321632.5411735,2026-06-13T03:33:52.541173+00:00,0,0,1,898.3,0.16860771596728316,1,0,0,validation
RD_005015,CUST_000193,1781321968.566174,2026-06-13T03:39:28.566174+00:00,0,0,1,7006.2,0.09220838498566053,33,0,0,validation
RD_001816,CUST_000662,1781323770.9240742,2026-06-13T04:09:30.924074+00:00,0,1,1,14084.5,0.1447224269425931,36,0,0,validation
RD_002784,CUST_003015,1781325521.7721283,2026-06-13T04:38:41.772128+00:00,0,0,1,8620.2,0.27086434418408256,1,0,0,validation
RD_001243,CUST_003557,1781331698.469166,2026-06-13T06:21:38.469166+00:00,0,0,1,814.3,0.22610121474918546,1,0,0,validation
RD_001587,CUST_003318,1781335362.5126143,2026-06-13T07:22:42.512614+00:00,0,0,1,11972.6,0.05222671998378669,1,0,0,validation
RD_002239,CUST_003989,1781336275.2966487,2026-06-13T07:37:55.296649+00:00,0,1,1,1797.7,0.09412622273352339,23,0,0,validation
RD_003767,CUST_002184,1781336543.1422973,2026-06-13T07:42:23.142297+00:00,0,0,1,504.3,0.17609523959692644,1,0,0,validation
RD_001686,CUST_001126,1781336602.1748536,2026-06-13T07:43:22.174854+00:00,0,0,1,2825.8,0.17507641486263759,1,0,0,validation
RD_005483,CUST_002839,1781339779.5486386,2026-06-13T08:36:19.548639+00:00,0,0,1,4168.2,0.16137211643855445,1,0,0,validation
RD_005283,CUST_001407,1781340287.8376622,2026-06-13T08:44:47.837662+00:00,0,0,1,13420.9,0.3407586851430078,1,0,0,validation
RD_003873,CUST_003906,1781343138.1916838,2026-06-13T09:32:18.191684+00:00,0,0,1,100.8,0.21883071013514285,1,0,0,validation
RD_002064,CUST_000584,1781346623.665372,2026-06-13T10:30:23.665372+00:00,0,0,1,128.9,0.02961104486387296,1,0,0,validation
RD_000378,CUST_002069,1781348203.1391194,2026-06-13T10:56:43.139119+00:00,0,0,1,2350.3,0.02600322178611424,1,0,0,validation
RD_004530,CUST_004442,1781348295.7969053,2026-06-13T10:58:15.796905+00:00,0,0,1,687.1,0.17066425219710168,1,0,0,validation
RD_000484,CUST_001943,1781351100.9499881,2026-06-13T11:45:00.949988+00:00,0,0,1,18494.2,0.06193944200762701,1,0,0,validation
RD_001099,CUST_003901,1781352466.252971,2026-06-13T12:07:46.252971+00:00,0,0,1,100.6,0.1781596056303878,1,0,0,validation
RD_003795,CUST_000300,1781354157.4400535,2026-06-13T12:35:57.440053+00:00,0,0,1,1679.7,0.2633315067032917,1,0,0,validation
RD_004172,CUST_002529,1781360174.6629853,2026-06-13T14:16:14.662985+00:00,0,0,1,10214.0,0.513348994972181,1,0,0,validation
RD_001629,CUST_004488,1781360518.9741488,2026-06-13T14:21:58.974149+00:00,0,0,1,20782.9,0.4949112093146599,1,0,0,validation
RD_002734,CUST_003530,1781361392.8872309,2026-06-13T14:36:32.887231+00:00,0,0,1,2431.0,0.12080086561940362,1,0,0,validation
RD_001260,CUST_001392,1781366181.0175683,2026-06-13T15:56:21.017568+00:00,1,0,2,41249.6,0.15088223701267586,4,0,0,validation
RD_003894,CUST_004016,1781369652.0107043,2026-06-13T16:54:12.010704+00:00,0,0,1,4650.8,0.5034147756142207,1,0,0,validation
RD_001186,CUST_000475,1781370648.3797383,2026-06-13T17:10:48.379738+00:00,0,0,1,2336.7,0.1573633991645783,1,0,0,validation
RD_003280,CUST_004134,1781371115.8596292,2026-06-13T17:18:35.859629+00:00,0,1,1,1325.8,0.14221802533499087,17,0,0,validation
RD_002357,CUST_003455,1781372468.6551278,2026-06-13T17:41:08.655128+00:00,0,0,1,1248.5,0.13285816814626042,1,0,0,validation
RD_001635,CUST_001271,1781377446.0055382,2026-06-13T19:04:06.005538+00:00,0,0,1,15188.0,0.22084316336146076,1,0,0,validation
RD_003518,CUST_000698,1781378133.0795262,2026-06-13T19:15:33.079526+00:00,0,0,1,1443.3,0.0607784643484554,1,0,0,validation
RD_004319,CUST_003994,1781378637.89368,2026-06-13T19:23:57.893680+00:00,0,0,1,636.5,0.06523452167042477,1,0,0,validation
RD_000890,CUST_001226,1781380143.2627764,2026-06-13T19:49:03.262776+00:00,0,0,1,1109.9,0.1297068634486211,1,0,0,validation
RD_003967,CUST_003907,1781380894.6213908,2026-06-13T20:01:34.621391+00:00,0,0,1,200.6,0.5853309118295135,1,0,0,validation
RD_001273,CUST_002356,1781381343.325184,2026-06-13T20:09:03.325184+00:00,0,0,1,728.1,0.595574567317429,1,0,0,validation
RD_004103,CUST_000573,1781381595.538154,2026-06-13T20:13:15.538154+00:00,0,0,1,592.6,0.594354866818941,1,0,0,validation
RD_004504,CUST_000548,1781382662.2922616,2026-06-13T20:31:02.292262+00:00,0,0,1,501.5,0.020560876830698547,1,0,0,validation
RD_000678,CUST_002545,1781383083.400918,2026-06-13T20:38:03.400918+00:00,0,0,1,4030.3,0.031663921917186415,1,0,0,validation
RD_001397,CUST_001880,1781383956.3559194,2026-06-13T20:52:36.355919+00:00,0,0,1,8950.5,0.3383240545926903,1,0,0,validation
RD_000644,CUST_002203,1781385166.2351806,2026-06-13T21:12:46.235181+00:00,0,0,1,40920.9,0.25720194702837906,1,0,0,validation
RD_002753,CUST_000132,1781386540.9809868,2026-06-13T21:35:40.980987+00:00,0,0,2,3362.4,0.3199931224597194,2,0,0,validation
RD_002529,CUST_002824,1781387291.7064066,2026-06-13T21:48:11.706407+00:00,0,0,1,524.0,0.16052512950365896,1,0,0,validation
RD_003733,CUST_000978,1781389245.295555,2026-06-13T22:20:45.295555+00:00,0,0,1,11824.7,0.3137385048794099,1,0,0,validation
RD_000185,CUST_000393,1781389536.5700688,2026-06-13T22:25:36.570069+00:00,1,0,1,25940.5,0.13647557909046185,2,0,0,validation
RD_000496,CUST_003416,1781389560.531217,2026-06-13T22:26:00.531217+00:00,0,0,1,1393.9,0.0722054535084238,1,0,0,validation
RD_005147,CUST_001015,1781389687.397153,2026-06-13T22:28:07.397153+00:00,0,0,1,1950.5,0.05470817938780944,1,0,0,validation
RD_004074,CUST_003498,1781391203.9061568,2026-06-13T22:53:23.906157+00:00,0,0,3,6533.4,0.3355567827402254,4,0,0,validation
RD_005438,CUST_003992,1781391901.5398638,2026-06-13T23:05:01.539864+00:00,0,0,1,8097.1,0.11733261943053688,1,0,0,validation
RD_003908,CUST_000781,1781392691.2319036,2026-06-13T23:18:11.231904+00:00,0,0,1,653.2,0.42325177427466976,1,0,0,validation
RD_004620,CUST_001866,1781392797.9600518,2026-06-13T23:19:57.960052+00:00,0,0,1,342.9,0.29176173009802614,1,0,0,validation
RD_003713,CUST_000978,1781394329.2677402,2026-06-13T23:45:29.267740+00:00,0,0,1,473.8,0.21396324902784494,1,0,0,validation
RD_002772,CUST_000671,1781394845.087403,2026-06-13T23:54:05.087403+00:00,0,1,1,5027.3,0.2395516256511487,34,0,0,validation
RD_004164,CUST_004319,1781395387.826538,2026-06-14T00:03:07.826538+00:00,0,0,1,859.7,0.07557864465363602,1,0,0,validation
RD_002887,CUST_003266,1781395464.5343556,2026-06-14T00:04:24.534356+00:00,0,0,1,548.4,0.11027240699940823,1,0,0,validation
RD_002429,CUST_003642,1781397368.2001579,2026-06-14T00:36:08.200158+00:00,1,0,1,243.6,0.22511326938905235,4,0,0,validation
RD_001910,CUST_003189,1781398229.4241629,2026-06-14T00:50:29.424163+00:00,1,0,2,529.2,0.34968971528153425,3,0,0,validation
RD_004605,CUST_000846,1781399051.2181444,2026-06-14T01:04:11.218144+00:00,0,0,1,228.2,0.25249949709935016,1,0,0,validation
RD_004784,CUST_000152,1781399992.7847114,2026-06-14T01:19:52.784711+00:00,0,0,1,8528.1,0.01871578272248206,1,0,0,validation
RD_003423,CUST_002886,1781400367.9991488,2026-06-14T01:26:07.999149+00:00,0,0,1,8857.7,0.08751703245988778,27,0,0,validation
RD_003836,CUST_001298,1781400497.1320388,2026-06-14T01:28:17.132039+00:00,0,0,1,10031.2,0.3152962466851845,1,0,0,validation
RD_004418,CUST_000468,1781402638.6513891,2026-06-14T02:03:58.651389+00:00,0,0,1,964.9,0.2367649694853568,1,0,0,validation
RD_004897,CUST_001920,1781403205.505894,2026-06-14T02:13:25.505894+00:00,0,0,1,832.7,0.3087290898779392,1,0,0,validation
RD_001661,CUST_003557,1781403421.4981117,2026-06-14T02:17:01.498112+00:00,0,0,1,640.1,0.4242676965309173,1,0,0,validation
RD_004990,CUST_000174,1781403445.8471797,2026-06-14T02:17:25.847180+00:00,0,0,1,51556.9,0.5693988067396665,1,0,0,validation
RD_004175,CUST_002366,1781403947.0512483,2026-06-14T02:25:47.051248+00:00,0,0,1,103.6,0.179329107699611,1,0,0,validation
RD_002417,CUST_004126,1781406203.9737144,2026-06-14T03:03:23.973714+00:00,0,0,1,2295.5,0.12055393672708375,1,0,0,validation
RD_001603,CUST_000778,1781406673.5424616,2026-06-14T03:11:13.542462+00:00,0,0,1,4596.7,0.20349936046423145,1,0,0,validation
RD_001179,CUST_000213,1781410223.7882726,2026-06-14T04:10:23.788273+00:00,1,0,2,40025.4,0.058326641635454396,2,0,0,validation
RD_004428,CUST_004101,1781411664.7889142,2026-06-14T04:34:24.788914+00:00,0,0,1,54052.2,0.2701166133112075,1,0,0,validation
RD_004151,CUST_003537,1781412024.3240383,2026-06-14T04:40:24.324038+00:00,0,0,1,1622.5,0.2906056270689401,1,0,0,validation
RD_005356,CUST_004536,1781413383.2064157,2026-06-14T05:03:03.206416+00:00,0,0,1,4978.1,0.13403084371528898,1,0,0,validation
RD_003045,CUST_004228,1781416123.5676308,2026-06-14T05:48:43.567631+00:00,0,0,1,3744.5,0.19861847572446759,1,0,0,validation
RD_001039,CUST_002396,1781417199.3006322,2026-06-14T06:06:39.300632+00:00,0,0,1,775.5,0.3352868587453466,1,0,0,validation
RD_003302,CUST_001912,1781418107.030782,2026-06-14T06:21:47.030782+00:00,0,0,1,111.8,0.20816722691810136,1,0,0,validation
RD_003659,CUST_002176,1781419683.7928262,2026-06-14T06:48:03.792826+00:00,0,0,1,5409.4,0.38870002794190534,1,0,0,validation
RD_004403,CUST_001856,1781420211.9782724,2026-06-14T06:56:51.978272+00:00,0,0,1,150.4,0.14022564501344992,1,0,0,validation
RD_003387,CUST_000396,1781420523.6350055,2026-06-14T07:02:03.635005+00:00,0,0,1,654.8,0.23662838894314264,1,0,0,validation
RD_003693,CUST_003784,1781421192.5192327,2026-06-14T07:13:12.519233+00:00,0,0,1,375.2,0.10514815635149138,1,0,0,validation
RD_002190,CUST_000082,1781421684.4998345,2026-06-14T07:21:24.499835+00:00,0,0,1,195.7,0.2958250924538037,1,0,0,validation
RD_003327,CUST_004536,1781423635.8829846,2026-06-14T07:53:55.882985+00:00,0,0,1,821.2,0.04837904614849329,1,0,0,validation
RD_004592,CUST_003138,1781428322.4827948,2026-06-14T09:12:02.482795+00:00,0,0,1,214.9,0.6704131236126049,1,0,0,validation
RD_000763,CUST_003365,1781429030.4525976,2026-06-14T09:23:50.452598+00:00,0,0,1,4162.7,0.15232715758914836,1,0,0,validation
RD_000851,CUST_002492,1781430226.4120808,2026-06-14T09:43:46.412081+00:00,0,0,1,2392.9,0.21686930302877955,1,0,0,validation
RD_005262,CUST_001094,1781430831.5599117,2026-06-14T09:53:51.559912+00:00,0,0,1,685.8,0.1306151591948758,1,0,0,validation
RD_002476,CUST_001505,1781432938.5132477,2026-06-14T10:28:58.513248+00:00,0,0,1,2190.0,0.10179566443388702,1,0,0,validation
RD_002617,CUST_002232,1781433386.91803,2026-06-14T10:36:26.918030+00:00,0,0,1,9728.2,0.35556883482369867,1,0,0,validation
RD_005382,CUST_000238,1781436127.8430042,2026-06-14T11:22:07.843004+00:00,0,0,1,158.8,0.19851675880128455,1,0,0,validation
RD_000234,CUST_000955,1781436596.0721552,2026-06-14T11:29:56.072155+00:00,0,0,1,5693.6,0.10744481034487516,1,0,0,validation
RD_001376,CUST_002568,1781437367.6234055,2026-06-14T11:42:47.623405+00:00,0,0,1,1168.3,0.43039063716366066,1,0,0,validation
RD_002742,CUST_000954,1781439833.927971,2026-06-14T12:23:53.927971+00:00,0,0,1,2780.0,0.1559074646435521,1,0,0,validation
RD_004282,CUST_002273,1781440953.5182369,2026-06-14T12:42:33.518237+00:00,0,1,1,823.2,0.34010591874021034,27,0,0,validation
RD_001728,CUST_000000,1781442707.080887,2026-06-14T13:11:47.080887+00:00,0,0,1,2015.2,0.15048644600498395,1,0,0,validation
RD_001474,CUST_003039,1781442811.3173466,2026-06-14T13:13:31.317347+00:00,0,0,1,286.0,0.00916841952572534,1,0,0,validation
RD_003902,CUST_003923,1781443033.4551365,2026-06-14T13:17:13.455137+00:00,0,0,1,794.4,0.059443454436505054,1,0,0,validation
RD_002178,CUST_004336,1781443482.9523401,2026-06-14T13:24:42.952340+00:00,0,0,1,2870.6,0.42461056471199926,1,0,0,validation
RD_000220,CUST_002064,1781443628.80309,2026-06-14T13:27:08.803090+00:00,0,0,1,429.8,0.2958032217754929,1,0,0,validation
RD_002268,CUST_000335,1781444107.6540475,2026-06-14T13:35:07.654047+00:00,0,0,1,510.6,0.07315084534053483,1,0,0,validation
RD_004725,CUST_001734,1781445430.4795587,2026-06-14T13:57:10.479559+00:00,0,0,1,6095.9,0.33005463663971785,1,0,0,validation
RD_002867,CUST_003329,1781446244.3215022,2026-06-14T14:10:44.321502+00:00,0,0,1,135.4,0.40492196560245486,1,0,0,validation
RD_002173,CUST_001190,1781446401.4651031,2026-06-14T14:13:21.465103+00:00,0,0,1,719.8,0.1817453007984954,1,0,0,validation
RD_002504,CUST_002317,1781451431.4363134,2026-06-14T15:37:11.436313+00:00,0,0,1,4985.6,0.0723065580584863,1,0,0,validation
RD_003633,CUST_002235,1781452280.1376438,2026-06-14T15:51:20.137644+00:00,0,0,1,66875.9,0.20887515993477154,1,0,0,validation
RD_005291,CUST_003118,1781458023.3955848,2026-06-14T17:27:03.395585+00:00,0,0,1,1484.5,0.3494620354338019,1,0,0,validation
RD_000918,CUST_001406,1781458463.8145764,2026-06-14T17:34:23.814576+00:00,0,0,1,3440.7,0.0937546840196781,1,0,0,validation
RD_000503,CUST_002865,1781459337.6207204,2026-06-14T17:48:57.620720+00:00,0,2,1,288.4,0.07935704268569692,35,0,0,validation
RD_000158,CUST_001770,1781459623.6458728,2026-06-14T17:53:43.645873+00:00,0,2,1,2484.5,0.4554111760523593,27,0,0,validation
RD_004776,CUST_003734,1781461729.5783002,2026-06-14T18:28:49.578300+00:00,0,0,1,4539.6,0.3560329903682851,1,0,0,validation
RD_005230,CUST_003961,1781465256.5796685,2026-06-14T19:27:36.579669+00:00,0,0,1,1719.9,0.1953655240486105,1,0,0,validation
RD_004390,CUST_001404,1781466281.1586373,2026-06-14T19:44:41.158637+00:00,0,1,1,1068.7,0.30795005473016346,16,0,0,validation
RD_000311,CUST_000615,1781467174.8676505,2026-06-14T19:59:34.867651+00:00,0,0,1,6298.1,0.34510289985462395,1,0,0,validation
RD_003892,CUST_000684,1781467963.832711,2026-06-14T20:12:43.832711+00:00,0,0,1,1330.2,0.3176647120217543,1,0,0,validation
RD_004369,CUST_000492,1781467999.6938894,2026-06-14T20:13:19.693889+00:00,0,0,1,3422.4,0.3832305910870514,1,0,0,validation
RD_000104,CUST_004228,1781468285.9555206,2026-06-14T20:18:05.955521+00:00,0,0,1,17885.7,0.42950318291518474,1,0,0,validation
RD_001641,CUST_003537,1781468836.2058704,2026-06-14T20:27:16.205870+00:00,0,0,1,11178.5,0.1683151754607933,1,0,0,validation
RD_003750,CUST_000866,1781469947.973476,2026-06-14T20:45:47.973476+00:00,0,0,1,5782.5,0.18636805968431372,1,0,0,validation
RD_001883,CUST_003680,1781469974.8178635,2026-06-14T20:46:14.817863+00:00,0,0,1,4326.5,0.1051073393860194,1,0,0,validation
RD_001870,CUST_004297,1781470029.2451296,2026-06-14T20:47:09.245130+00:00,0,0,1,1098.0,0.08417411708564794,4,0,0,validation
RD_003472,CUST_000602,1781470741.978056,2026-06-14T20:59:01.978056+00:00,0,0,1,417.7,0.011336002445868326,1,0,0,validation
RD_004185,CUST_001906,1781472691.9890258,2026-06-14T21:31:31.989026+00:00,0,0,1,291.2,0.15170479035932424,1,0,0,validation
RD_003748,CUST_002143,1781472809.9824212,2026-06-14T21:33:29.982421+00:00,0,0,1,6424.1,0.17381279465824168,1,0,0,validation
RD_001187,CUST_001905,1781473039.809668,2026-06-14T21:37:19.809668+00:00,0,0,1,1652.5,0.18774326420949974,1,0,0,validation
RD_001407,CUST_000986,1781474716.5214143,2026-06-14T22:05:16.521414+00:00,0,0,1,8197.9,0.2757640514608786,1,0,0,validation
RD_002482,CUST_002629,1781475237.0585608,2026-06-14T22:13:57.058561+00:00,0,0,1,3521.3,0.23834400428372546,1,0,0,validation
RD_003107,CUST_004305,1781476112.7229872,2026-06-14T22:28:32.722987+00:00,0,0,1,3933.2,0.24994825262783235,1,0,0,validation
RD_002821,CUST_003907,1781477149.7536385,2026-06-14T22:45:49.753639+00:00,0,0,1,560.7,0.1432230656154164,1,0,0,validation
RD_001040,CUST_001843,1781478358.444982,2026-06-14T23:05:58.444982+00:00,0,0,1,1081.5,0.2779967311593656,1,0,0,validation
RD_003629,CUST_001843,1781478634.8809924,2026-06-14T23:10:34.880992+00:00,0,0,1,2635.1,0.38991394456223755,1,0,0,validation
